1990,EPL,0,Queens Park Rangers,Swansea City,0,0,0,L,England
1990,EPL,0,Bolton Wanderers,Arsenal,0,0,0,L,England
1990,EPL,0,Tottenham Hotspur,Fulham,0,0,0,L,England
1990,EPL,0,Norwich City,West Bromwich Albion,0,0,0,W,England
1990,EPL,0,Liverpool,Stoke City,0,0,0,L,England
1990,EPL,0,Manchester United,Sunderland,0,0,0,W,England
1990,EPL,0,Wolverhampton Wanderers,Aston Villa,0,0,0,L,England
1990,EPL,0,Chelsea,Newcastle United,0,0,0,W,England
1990,EPL,0,Everton,Manchester City,0,0,0,L,England
1990,EPL,0,Blackburn Rovers,Wigan Athletic,0,0,0,L,England
1990,EPL,0,Arsenal,Queens Park Rangers,0,0,0,W,England
1990,EPL,0,Fulham,Swansea City,0,0,0,L,England
1990,EPL,0,West Bromwich Albion,Bolton Wanderers,0,0,0,D,England
1990,EPL,0,Stoke City,Tottenham Hotspur,0,0,0,L,England
1990,EPL,0,Sunderland,Norwich City,0,0,0,L,England
1990,EPL,0,Aston Villa,Liverpool,0,0,0,W,England
1990,EPL,0,Newcastle United,Manchester United,0,0,0,D,England
1990,EPL,0,Manchester City,Wolverhampton Wanderers,0,0,0,W,England
1990,EPL,0,Wigan Athletic,Chelsea,0,0,0,W,England
1990,EPL,0,Blackburn Rovers,Everton,0,0,0,W,England
1990,EPL,0,Queens Park Rangers,Fulham,0,0,0,L,England
1990,EPL,0,Arsenal,West Bromwich Albion,0,0,0,W,England
1990,EPL,0,Swansea City,Stoke City,0,0,0,L,England
1990,EPL,0,Bolton Wanderers,Sunderland,0,0,0,L,England
1990,EPL,0,Tottenham Hotspur,Aston Villa,0,0,0,L,England
1990,EPL,0,Norwich City,Newcastle United,0,0,0,W,England
1990,EPL,0,Liverpool,Manchester City,0,0,0,D,England
1990,EPL,0,Manchester United,Wigan Athletic,0,0,0,L,England
1990,EPL,0,Wolverhampton Wanderers,Blackburn Rovers,0,0,0,L,England
1990,EPL,0,Chelsea,Everton,0,0,0,W,England
1990,EPL,0,West Bromwich Albion,Queens Park Rangers,0,0,0,L,England
1990,EPL,0,Stoke City,Fulham,0,0,0,L,England
1990,EPL,0,Sunderland,Arsenal,0,0,0,L,England
1990,EPL,0,Aston Villa,Swansea City,0,0,0,D,England
1990,EPL,0,Newcastle United,Bolton Wanderers,0,0,0,L,England
1990,EPL,0,Manchester City,Tottenham Hotspur,0,0,0,W,England
1990,EPL,0,Wigan Athletic,Norwich City,0,0,0,L,England
1990,EPL,0,Blackburn Rovers,Liverpool,0,0,0,D,England
1990,EPL,0,Everton,Manchester United,0,0,0,W,England
1990,EPL,0,Chelsea,Wolverhampton Wanderers,0,0,0,W,England
1990,EPL,0,Queens Park Rangers,Stoke City,0,0,0,L,England
1990,EPL,0,West Bromwich Albion,Sunderland,0,0,0,D,England
1990,EPL,0,Fulham,Aston Villa,0,0,0,L,England
1990,EPL,0,Arsenal,Newcastle United,0,0,0,W,England
1990,EPL,0,Swansea City,Manchester City,0,0,0,L,England
1990,EPL,0,Bolton Wanderers,Wigan Athletic,0,0,0,L,England
1990,EPL,0,Tottenham Hotspur,Blackburn Rovers,0,0,0,L,England
1990,EPL,0,Norwich City,Everton,0,0,0,D,England
1990,EPL,0,Liverpool,Chelsea,0,0,0,L,England
1990,EPL,0,Manchester United,Wolverhampton Wanderers,0,0,0,W,England
1990,EPL,0,Sunderland,Queens Park Rangers,0,0,0,L,England
1990,EPL,0,Aston Villa,Stoke City,0,0,0,W,England
1990,EPL,0,Newcastle United,West Bromwich Albion,0,0,0,W,England
1990,EPL,0,Manchester City,Fulham,0,0,0,W,England
1990,EPL,0,Wigan Athletic,Arsenal,0,0,0,W,England
1990,EPL,0,Blackburn Rovers,Swansea City,0,0,0,D,England
1990,EPL,0,Everton,Bolton Wanderers,0,0,0,W,England
1990,EPL,0,Chelsea,Tottenham Hotspur,0,0,0,W,England
1990,EPL,0,Wolverhampton Wanderers,Norwich City,0,0,0,L,England
1990,EPL,0,Manchester United,Liverpool,0,0,0,W,England
1990,EPL,0,Queens Park Rangers,Aston Villa,0,0,0,L,England
1990,EPL,0,Sunderland,Newcastle United,0,0,0,W,England
1990,EPL,0,Stoke City,Manchester City,0,0,0,D,England
1990,EPL,0,West Bromwich Albion,Wigan Athletic,0,0,0,L,England
1990,EPL,0,Fulham,Blackburn Rovers,0,0,0,L,England
1990,EPL,0,Arsenal,Everton,0,0,0,D,England
1990,EPL,0,Swansea City,Chelsea,0,0,0,L,England
1990,EPL,0,Bolton Wanderers,Wolverhampton Wanderers,0,0,0,W,England
1990,EPL,0,Tottenham Hotspur,Manchester United,0,0,0,L,England
1990,EPL,0,Norwich City,Liverpool,0,0,0,W,England
1990,EPL,0,Newcastle United,Queens Park Rangers,0,0,0,W,England
1990,EPL,0,Manchester City,Aston Villa,0,0,0,W,England
1990,EPL,0,Wigan Athletic,Sunderland,0,0,0,W,England
1990,EPL,0,Blackburn Rovers,Stoke City,0,0,0,W,England
1990,EPL,0,Everton,West Bromwich Albion,0,0,0,W,England
1990,EPL,0,Chelsea,Fulham,0,0,0,L,England
1990,EPL,0,Wolverhampton Wanderers,Arsenal,0,0,0,L,England
1990,EPL,0,Manchester United,Swansea City,0,0,0,L,England
1990,EPL,0,Liverpool,Bolton Wanderers,0,0,0,W,England
1990,EPL,0,Norwich City,Tottenham Hotspur,0,0,0,D,England
1990,EPL,0,Queens Park Rangers,Manchester City,0,0,0,L,England
1990,EPL,0,Newcastle United,Wigan Athletic,0,0,0,L,England
1990,EPL,0,Aston Villa,Blackburn Rovers,0,0,0,W,England
1990,EPL,0,Sunderland,Everton,0,0,0,L,England
1990,EPL,0,Stoke City,Chelsea,0,0,0,L,England
1990,EPL,0,West Bromwich Albion,Wolverhampton Wanderers,0,0,0,L,England
1990,EPL,0,Fulham,Manchester United,0,0,0,L,England
1990,EPL,0,Arsenal,Liverpool,0,0,0,D,England
1990,EPL,0,Swansea City,Norwich City,0,0,0,W,England
1990,EPL,0,Bolton Wanderers,Tottenham Hotspur,0,0,0,L,England
1990,EPL,0,Wigan Athletic,Queens Park Rangers,0,0,0,D,England
1990,EPL,0,Blackburn Rovers,Manchester City,0,0,0,L,England
1990,EPL,0,Everton,Newcastle United,0,0,0,W,England
